Capítulo,Versículo,Texto
9.0,40.0,الا تنصروه فقد نصره الله اذ اخرجه الذين كفروا ثاني اثنين اذ هما في الغار اذ يقول لصاحبه لا تحزن ان الله معنا ۖ فانزل الله سكينته عليه وايده بجنود لم تروها وجعل كلمه الذين كفروا السفلي ۗ وكلمه الله هي العليا ۗ والله عزيز حكيم
9.0,41.0,انفروا خفافا وثقالا وجاهدوا باموالكم وانفسكم في سبيل الله ۚ ذلكم خير لكم ان كنتم تعلمون
9.0,42.0,لو كان عرضا قريبا وسفرا قاصدا لاتبعوك ولكن بعدت عليهم الشقه ۚ وسيحلفون بالله لو استطعنا لخرجنا معكم يهلكون انفسهم والله يعلم انهم لكاذبون
9.0,43.0,عفا الله عنك لم اذنت لهم حتي يتبين لك الذين صدقوا وتعلم الكاذبين
9.0,44.0,لا يستاذنك الذين يؤمنون بالله واليوم الاخر ان يجاهدوا باموالهم وانفسهم ۗ والله عليم بالمتقين
9.0,45.0,انما يستاذنك الذين لا يؤمنون بالله واليوم الاخر وارتابت قلوبهم فهم في ريبهم يترددون
9.0,46.0,ولو ارادوا الخروج لاعدوا له عده ولكن كره الله انبعاثهم فثبطهم وقيل اقعدوا مع القاعدين
9.0,47.0,لو خرجوا فيكم ما زادوكم الا خبالا ولاوضعوا خلالكم يبغونكم الفتنه وفيكم سماعون لهم ۗ والله عليم بالظالمين
9.0,48.0,لقد ابتغوا الفتنه من قبل وقلبوا لك الامور حتي جاء الحق وظهر امر الله وهم كارهون
9.0,49.0,ومنهم من يقول ائذن لي ولا تفتني ۚ الا في الفتنه سقطوا ۗ وان جهنم لمحيطه بالكافرين
9.0,50.0,ان تصبك حسنه تسؤهم ۖ وان تصبك مصيبه يقولوا قد اخذنا امرنا من قبل ويتولوا وهم فرحون
9.0,51.0,قل لن يصيبنا الا ما كتب الله لنا هو مولانا ۚ وعلي الله فليتوكل المؤمنون
9.0,52.0,قل هل تربصون بنا الا احدي الحسنيين ۖ ونحن نتربص بكم ان يصيبكم الله بعذاب من عنده او بايدينا ۖ فتربصوا انا معكم متربصون
9.0,53.0,قل انفقوا طوعا او كرها لن يتقبل منكم ۖ انكم كنتم قوما فاسقين
9.0,54.0,وما منعهم ان تقبل منهم نفقاتهم الا انهم كفروا بالله وبرسوله ولا ياتون الصلاه الا وهم كسالي ولا ينفقون الا وهم كارهون
9.0,55.0,فلا تعجبك اموالهم ولا اولادهم ۚ انما يريد الله ليعذبهم بها في الحياه الدنيا وتزهق انفسهم وهم كافرون
9.0,56.0,ويحلفون بالله انهم لمنكم وما هم منكم ولكنهم قوم يفرقون
9.0,57.0,لو يجدون ملجا او مغارات او مدخلا لولوا اليه وهم يجمحون
9.0,58.0,ومنهم من يلمزك في الصدقات فان اعطوا منها رضوا وان لم يعطوا منها اذا هم يسخطون
9.0,59.0,ولو انهم رضوا ما اتاهم الله ورسوله وقالوا حسبنا الله سيؤتينا الله من فضله ورسوله انا الي الله راغبون
9.0,60.0,انما الصدقات للفقراء والمساكين والعاملين عليها والمؤلفه قلوبهم وفي الرقاب والغارمين وفي سبيل الله وابن السبيل ۖ فريضه من الله ۗ والله عليم حكيم
9.0,61.0,ومنهم الذين يؤذون النبي ويقولون هو اذن ۚ قل اذن خير لكم يؤمن بالله ويؤمن للمؤمنين ورحمه للذين امنوا منكم ۚ والذين يؤذون رسول الله لهم عذاب اليم
9.0,62.0,يحلفون بالله لكم ليرضوكم والله ورسوله احق ان يرضوه ان كانوا مؤمنين
9.0,63.0,الم يعلموا انه من يحادد الله ورسوله فان له نار جهنم خالدا فيها ۚ ذلك الخزي العظيم
9.0,64.0,يحذر المنافقون ان تنزل عليهم سوره تنبئهم بما في قلوبهم ۚ قل استهزئوا ان الله مخرج ما تحذرون
9.0,65.0,ولئن سالتهم ليقولن انما كنا نخوض ونلعب ۚ قل ابالله واياته ورسوله كنتم تستهزئون
9.0,66.0,لا تعتذروا قد كفرتم بعد ايمانكم ۚ ان نعف عن طائفه منكم نعذب طائفه بانهم كانوا مجرمين
9.0,67.0,المنافقون والمنافقات بعضهم من بعض ۚ يامرون بالمنكر وينهون عن المعروف ويقبضون ايديهم ۚ نسوا الله فنسيهم ۗ ان المنافقين هم الفاسقون
9.0,68.0,وعد الله المنافقين والمنافقات والكفار نار جهنم خالدين فيها ۚ هي حسبهم ۚ ولعنهم الله ۖ ولهم عذاب مقيم
9.0,69.0,كالذين من قبلكم كانوا اشد منكم قوه واكثر اموالا واولادا فاستمتعوا بخلاقهم فاستمتعتم بخلاقكم كما استمتع الذين من قبلكم بخلاقهم وخضتم كالذي خاضوا ۚ اولئك حبطت اعمالهم في الدنيا والاخره ۖ واولئك هم الخاسرون
9.0,70.0,الم ياتهم نبا الذين من قبلهم قوم نوح وعاد وثمود وقوم ابراهيم واصحاب مدين والمؤتفكات ۚ اتتهم رسلهم بالبينات ۖ فما كان الله ليظلمهم ولكن كانوا انفسهم يظلمون
9.0,71.0,والمؤمنون والمؤمنات بعضهم اولياء بعض ۚ يامرون بالمعروف وينهون عن المنكر ويقيمون الصلاه ويؤتون الزكاه ويطيعون الله ورسوله ۚ اولئك سيرحمهم الله ۗ ان الله عزيز حكيم
9.0,72.0,وعد الله المؤمنين والمؤمنات جنات تجري من تحتها الانهار خالدين فيها ومساكن طيبه في جنات عدن ۚ ورضوان من الله اكبر ۚ ذلك هو الفوز العظيم
9.0,73.0,يا ايها النبي جاهد الكفار والمنافقين واغلظ عليهم ۚ وماواهم جهنم ۖ وبئس المصير
9.0,74.0,يحلفون بالله ما قالوا ولقد قالوا كلمه الكفر وكفروا بعد اسلامهم وهموا بما لم ينالوا ۚ وما نقموا الا ان اغناهم الله ورسوله من فضله ۚ فان يتوبوا يك خيرا لهم ۖ وان يتولوا يعذبهم الله عذابا اليما في الدنيا والاخره ۚ وما لهم في الارض من ولي ولا نصير
9.0,75.0,ومنهم من عاهد الله لئن اتانا من فضله لنصدقن ولنكونن من الصالحين
9.0,76.0,فلما اتاهم من فضله بخلوا به وتولوا وهم معرضون
9.0,77.0,فاعقبهم نفاقا في قلوبهم الي يوم يلقونه بما اخلفوا الله ما وعدوه وبما كانوا يكذبون
9.0,78.0,الم يعلموا ان الله يعلم سرهم ونجواهم وان الله علام الغيوب
9.0,79.0,الذين يلمزون المطوعين من المؤمنين في الصدقات والذين لا يجدون الا جهدهم فيسخرون منهم ۙ سخر الله منهم ولهم عذاب اليم
9.0,80.0,استغفر لهم او لا تستغفر لهم ان تستغفر لهم سبعين مره فلن يغفر الله لهم ۚ ذلك بانهم كفروا بالله ورسوله ۗ والله لا يهدي القوم الفاسقين
9.0,81.0,فرح المخلفون بمقعدهم خلاف رسول الله وكرهوا ان يجاهدوا باموالهم وانفسهم في سبيل الله وقالوا لا تنفروا في الحر ۗ قل نار جهنم اشد حرا ۚ لو كانوا يفقهون
9.0,82.0,فليضحكوا قليلا وليبكوا كثيرا جزاء بما كانوا يكسبون
9.0,83.0,فان رجعك الله الي طائفه منهم فاستاذنوك للخروج فقل لن تخرجوا معي ابدا ولن تقاتلوا معي عدوا ۖ انكم رضيتم بالقعود اول مره فاقعدوا مع الخالفين
9.0,84.0,ولا تصل علي احد منهم مات ابدا ولا تقم علي قبره ۖ انهم كفروا بالله ورسوله وماتوا وهم فاسقون
9.0,85.0,ولا تعجبك اموالهم واولادهم ۚ انما يريد الله ان يعذبهم بها في الدنيا وتزهق انفسهم وهم كافرون
9.0,86.0,واذا انزلت سوره ان امنوا بالله وجاهدوا مع رسوله استاذنك اولو الطول منهم وقالوا ذرنا نكن مع القاعدين
9.0,87.0,رضوا بان يكونوا مع الخوالف وطبع علي قلوبهم فهم لا يفقهون
9.0,88.0,لكن الرسول والذين امنوا معه جاهدوا باموالهم وانفسهم ۚ واولئك لهم الخيرات ۖ واولئك هم المفلحون
9.0,89.0,اعد الله لهم جنات تجري من تحتها الانهار خالدين فيها ۚ ذلك الفوز العظيم
9.0,90.0,وجاء المعذرون من الاعراب ليؤذن لهم وقعد الذين كذبوا الله ورسوله ۚ سيصيب الذين كفروا منهم عذاب اليم
9.0,91.0,ليس علي الضعفاء ولا علي المرضي ولا علي الذين لا يجدون ما ينفقون حرج اذا نصحوا لله ورسوله ۚ ما علي المحسنين من سبيل ۚ والله غفور رحيم
9.0,92.0,ولا علي الذين اذا ما اتوك لتحملهم قلت لا اجد ما احملكم عليه تولوا واعينهم تفيض من الدمع حزنا الا يجدوا ما ينفقون
9.0,93.0,انما السبيل علي الذين يستاذنونك وهم اغنياء ۚ رضوا بان يكونوا مع الخوالف وطبع الله علي قلوبهم فهم لا يعلمون
9.0,94.0,يعتذرون اليكم اذا رجعتم اليهم ۚ قل لا تعتذروا لن نؤمن لكم قد نبانا الله من اخباركم ۚ وسيري الله عملكم ورسوله ثم تردون الي عالم الغيب والشهاده فينبئكم بما كنتم تعملون
